Country,State,University Name,Type of University,Tie Up with University,School,Technologies/Courses Offered,Course Types,Unplaced %,Corporate Tie Up,Job Offering,Internship,Marketing Strategy,Costing,Hackathons,Services Offered,Scholarships,Tier,Ranking
Armenia,Yerevan,Armenian State Pedagogical University,Private,Yes,Business,AI,Online,9.12,Yes,No,No,Community Engagement,$16351,No,Training,No,Tier 2,928
Armenia,Yerevan,Yerevan State Medical University,Public,Yes,Business,Cyber Security,Full-time,7.61,Yes,No,Yes,Print Media,$42396,No,Consulting,No,Tier 2,504
Armenia,Yerevan,Armenian State University of Economics,Private,No,Engineering,ML,Full-time,9.17,Yes,Yes,No,Community Engagement,$28949,No,Training,No,Tier 1,60
Armenia,Yerevan,Yerevan State University of Architecture and Construction,Private,No,Business,IoT,Full-time,12.73,No,Yes,Yes,Influencer Marketing,$26513,Yes,Both,Yes,Tier 3,394
Armenia,Yerevan,Yerevan Brusov State University of Languages and Social Sciences,Private,No,Engineering,AI,Part-time,13.17,No,Yes,Yes,Direct Engagement,$32466,No,Training,No,Tier 1,805
Armenia,Yerevan,Yerevan Komitas State Conservatory,Private,Yes,Arts,Data Science,Online,5.87,No,Yes,No,Search Engine Marketing (SEM),$32938,Yes,Both,No,Tier 1,236
Armenia,Yerevan,Armenian National Agrarian University,Private,No,Business,IoT,Online,7.84,Yes,Yes,Yes,Influencer Marketing,$23787,Yes,Training,Yes,Tier 1,3
Armenia,Yerevan,American University of Armenia,Private,No,Science,ML,Part-time,14.38,No,Yes,Yes,Search Engine Marketing (SEM),$44752,Yes,Consulting,Yes,Tier 3,979
Armenia,Yerevan,French University in Armenia,Private,No,Business,Cyber Security,Full-time,13.34,Yes,No,No,Community Engagement,$16216,Yes,Training,No,Tier 2,352
Armenia,Yerevan,Russian-Armenian (Slavonic) University,Private,Yes,Science,Cyber Security,Part-time,11.48,No,No,No,Influencer Marketing,$17543,No,Both,Yes,Tier 2,422
Armenia,Yerevan,Eurasia International University,Public,Yes,Arts,Cyber Security,Online,12.12,No,No,No,Social Media Advertising,$42004,Yes,Training,No,Tier 3,998
Armenia,Yerevan,European University,Public,Yes,Engineering,Cyber Security,Part-time,19.92,No,Yes,No,Radio and tv advertising,$39014,Yes,Both,Yes,Tier 3,957
Armenia,Yerevan,Haybusak University of Yerevan,Public,No,Science,ML,Full-time,9.42,No,Yes,No,Print Media,$47361,No,Consulting,Yes,Tier 3,481
Armenia,Yerevan,Yerevan Gladzor University,Public,No,Business,Cyber Security,Full-time,16.01,Yes,No,Yes,Print Media,$22083,Yes,Consulting,Yes,Tier 1,584
Armenia,Yerevan,International Scientific-Educational Center of NAS RA,Public,Yes,Arts,Cyber Security,Part-time,8.79,No,Yes,Yes,Radio and tv advertising,$47845,No,Both,Yes,Tier 1,292
Armenia,Yerevan,Saint Teresa Medical University,Public,No,Arts,ML,Online,7.54,No,Yes,Yes,SEO,$29674,No,Both,No,Tier 3,594
Armenia,Yerevan,Yerevan University of Management and Information Technologies,Public,No,Arts,ML,Online,7.45,Yes,No,Yes,Community Engagement,$33945,No,Training,No,Tier 2,919
Armenia,Yerevan,University of Traditional Medicine,Public,Yes,Engineering,AI,Online,13.93,No,Yes,Yes,Print Media,$36028,Yes,Consulting,Yes,Tier 3,537
Armenia,Yerevan,Anania Shirakatsi University,Private,Yes,Arts,IoT,Full-time,10.66,No,Yes,Yes,Influencer Marketing,$43998,No,Consulting,Yes,Tier 2,654
Armenia,Yerevan,Armenian State Institute of Physical Culture,Private,No,Business,ML,Online,15.02,No,No,Yes,Direct Engagement,$21316,No,Both,No,Tier 3,488
Armenia,Yerevan,Ararat University,Public,Yes,Business,Cyber Security,Full-time,16.9,Yes,No,Yes,Community Engagement,$30258,No,Training,No,Tier 1,484
Armenia,Yerevan,King Danylo University,Private,No,Business,IoT,Online,12.62,No,No,No,Influencer Marketing,$30276,No,Both,No,Tier 1,618
Armenia,Yerevan,Yerevan Institute of Humanities,Public,Yes,Business,AI,Part-time,17.27,Yes,Yes,No,Direct Engagement,$10200,No,Both,Yes,Tier 2,113
Armenia,Yerevan,Yerevan International Linguistic and Regional Studies University,Private,Yes,Science,Data Science,Part-time,10.88,Yes,Yes,No,Print Media,$23315,No,Consulting,Yes,Tier 1,706
Armenia,Gavar,Gavar State University,Public,No,Business,Data Science,Full-time,19.69,Yes,Yes,No,Email Marketing,$30789,Yes,Training,No,Tier 2,590
Armenia,Gyumri,Gyumri State Pedagogical Institute,Private,No,Arts,AI,Part-time,12.6,No,Yes,Yes,SEO,$45203,Yes,Consulting,Yes,Tier 1,84
Armenia,Gyumri,Shirak State University,Public,Yes,Engineering,Data Science,Full-time,11.51,No,No,No,Direct Engagement,$46135,No,Training,Yes,Tier 2,196
Armenia,Vanadzor,Vanadzor State University,Private,Yes,Science,Data Science,Full-time,11.04,Yes,No,Yes,Email Marketing,$49824,Yes,Training,No,Tier 3,376
Armenia,Vanadzor,Mkhitar Gosh Armenian-Russian International University,Private,No,Engineering,IoT,Online,11.16,No,No,Yes,Email Marketing,$48672,No,Training,No,Tier 1,313
Armenia,Stepanakert,Artsakh State University,Private,Yes,Science,IoT,Online,17.16,No,Yes,No,Direct Engagement,$49823,Yes,Training,No,Tier 2,984
Armenia,Stepanakert,Mesrop Mashtots University,Public,No,Engineering,IoT,Online,10.9,Yes,Yes,Yes,Radio and tv advertising,$17566,Yes,Training,No,Tier 2,600
Azerbaijan,Baku,Baku State University,Public,Yes,Science,ML,Full-time,18.21,No,Yes,Yes,Community Engagement,$10817,No,Training,No,Tier 1,324
Azerbaijan,Baku,Azerbaijan State Oil and Industry University,Public,Yes,Business,Cyber Security,Full-time,9.46,Yes,No,No,Social Media Advertising,$24541,Yes,Both,No,Tier 2,701
Azerbaijan,Baku,Azerbaijan Technical University,Private,Yes,Business,AI,Online,9.83,No,No,Yes,Radio and tv advertising,$14743,Yes,Consulting,Yes,Tier 2,502
Azerbaijan,Baku,Azerbaijan University of Architecture and Construction,Public,Yes,Business,AI,Part-time,15.21,No,Yes,Yes,Direct Engagement,$42736,Yes,Consulting,No,Tier 2,165
Azerbaijan,Baku,Azerbaijan State Pedagogical University,Private,Yes,Business,Cyber Security,Part-time,10.93,Yes,Yes,Yes,Community Engagement,$31750,No,Consulting,No,Tier 3,516
Azerbaijan,Baku,Azerbaijan Medical University,Public,Yes,Business,IoT,Full-time,16.3,No,No,Yes,Direct Engagement,$26028,Yes,Training,No,Tier 2,263
Azerbaijan,Baku,Azerbaijan University of Languages,Private,No,Arts,IoT,Part-time,12.96,No,No,Yes,Radio and tv advertising,$25392,No,Consulting,No,Tier 3,65
Azerbaijan,Baku,Khazar University,Public,No,Business,ML,Online,8.69,No,No,No,Search Engine Marketing (SEM),$32843,Yes,Training,Yes,Tier 1,168
Azerbaijan,Baku,Baku Engineering University,Public,No,Engineering,AI,Online,14.4,No,No,No,Direct Engagement,$39220,No,Both,Yes,Tier 2,402
Azerbaijan,Baku,Azerbaijan State University of Economics,Public,No,Science,Data Science,Online,8.46,Yes,No,No,Social Media Advertising,$25561,No,Consulting,No,Tier 2,230
Azerbaijan,Baku,Azerbaijan State University of Culture and Arts,Public,No,Business,Cyber Security,Full-time,14.88,No,Yes,Yes,Social Media Advertising,$49798,Yes,Both,No,Tier 3,240
Azerbaijan,Baku,ADA University,Private,No,Engineering,IoT,Part-time,10.35,No,No,Yes,Search Engine Marketing (SEM),$26334,No,Training,No,Tier 1,580
Azerbaijan,Baku,Qafqaz University,Public,Yes,Business,Cyber Security,Full-time,10.07,Yes,Yes,Yes,Direct Engagement,$32538,Yes,Consulting,Yes,Tier 3,592
Azerbaijan,Baku,Western University,Public,Yes,Science,IoT,Full-time,16.33,Yes,Yes,Yes,SEO,$28746,No,Consulting,Yes,Tier 1,952
Azerbaijan,Baku,Baku Business University,Public,Yes,Arts,Data Science,Part-time,12.31,Yes,No,No,Print Media,$38179,No,Consulting,No,Tier 2,854
Azerbaijan,Baku,Azerbaijan University of Architecture and Construction,Public,No,Science,AI,Full-time,9.08,No,No,Yes,Email Marketing,$39291,No,Both,Yes,Tier 1,255
Azerbaijan,Baku,Khazar University,Private,No,Arts,ML,Part-time,16.29,No,No,Yes,Radio and tv advertising,$31935,Yes,Consulting,No,Tier 3,361
Azerbaijan,Baku,Istanbul University (Azerbaijan Branch),Private,No,Science,IoT,Online,5.38,Yes,No,No,Print Media,$16371,No,Consulting,Yes,Tier 1,351
Azerbaijan,Baku,Azerbaijan University of Tourism and Management,Public,No,Engineering,IoT,Part-time,13.2,No,Yes,No,SEO,$35169,Yes,Training,Yes,Tier 2,485
Azerbaijan,Baku,Baku Higher Oil School,Public,No,Engineering,AI,Online,9.09,Yes,No,Yes,Email Marketing,$40270,No,Both,Yes,Tier 3,311
Azerbaijan,Baku,Caspian University,Private,No,Business,AI,Full-time,7.48,Yes,No,No,Search Engine Marketing (SEM),$26476,No,Both,Yes,Tier 1,36
Azerbaijan,Baku,Azerbaijan State University of Economics (Private Branch),Private,No,Arts,AI,Full-time,14.31,Yes,No,Yes,Direct Engagement,$35029,No,Training,No,Tier 3,585
Azerbaijan,Baku,East University,Public,Yes,Engineering,ML,Full-time,11.38,Yes,No,Yes,Community Engagement,$26622,Yes,Training,No,Tier 2,232
Azerbaijan,Baku,Baku International University,Private,Yes,Arts,AI,Online,16.36,Yes,Yes,No,Search Engine Marketing (SEM),$49430,No,Consulting,Yes,Tier 2,535
Azerbaijan,Baku,Azerbaijan State Institute of Physical Culture and Sports (Private Branch),Private,No,Science,Cyber Security,Full-time,14.41,Yes,No,Yes,Print Media,$32867,No,Training,No,Tier 3,711
Azerbaijan,Sumgayit,Sumgayit State University,Public,No,Arts,Data Science,Part-time,19.74,Yes,No,No,Radio and tv advertising,$45321,Yes,Both,No,Tier 1,599
Azerbaijan,Ganja,Ganja State University,Private,Yes,Engineering,ML,Online,18.03,No,Yes,No,Direct Engagement,$13589,Yes,Consulting,No,Tier 2,937
Azerbaijan,Ganja,Ganja State University (Private Branch),Public,No,Science,Cyber Security,Part-time,10.8,No,Yes,No,Search Engine Marketing (SEM),$38428,No,Both,Yes,Tier 1,219
Azerbaijan,Lankaran,Lankaran State University,Public,Yes,Engineering,Cyber Security,Full-time,8.16,No,No,No,SEO,$25046,Yes,Training,No,Tier 3,760
Azerbaijan,Nakhchivan,Nakhchivan State University,Private,Yes,Engineering,IoT,Full-time,15.62,Yes,No,Yes,Social Media Advertising,$11871,No,Both,No,Tier 1,317
Bahrain,Sakhir,University of Bahrain,Private,Yes,Engineering,AI,Part-time,9.28,No,Yes,No,Print Media,$23003,Yes,Both,Yes,Tier 2,963
Bahrain,Manama,Arab Open University - Bahrain Branch,Private,No,Engineering,Cyber Security,Full-time,5.64,No,No,No,Print Media,$34331,Yes,Both,No,Tier 1,72
Bahrain,Manama,Bahrain University,Public,No,Arts,AI,Full-time,5.58,No,No,No,Social Media Advertising,$19828,No,Consulting,No,Tier 1,264
Bahrain,Manama,Ahlia University,Public,No,Arts,Data Science,Full-time,11.18,Yes,No,No,Email Marketing,$14212,Yes,Both,Yes,Tier 2,322
Bahrain,Manama,University College of Bahrain,Private,Yes,Business,ML,Part-time,10.41,Yes,No,Yes,Direct Engagement,$32297,No,Both,No,Tier 2,870
Bahrain,Manama,University of Kalamoon,Public,Yes,Engineering,AI,Full-time,7.14,No,No,Yes,Print Media,$13751,Yes,Both,No,Tier 2,46
Bahrain,Manama,College of Health Sciences,Public,No,Business,AI,Full-time,9.13,Yes,Yes,No,Radio and tv advertising,$47221,No,Training,No,Tier 1,281
Bahrain,Manama,Bahrain Institute of Banking and Finance,Private,Yes,Science,ML,Full-time,18.72,Yes,Yes,No,Search Engine Marketing (SEM),$26133,No,Training,Yes,Tier 2,70
Bahrain,Manama,Gulf University,Private,No,Arts,IoT,Full-time,18.51,No,No,Yes,Direct Engagement,$37726,No,Both,No,Tier 2,150
Bahrain,Manama,Dhofar University - Bahrain Branch,Public,No,Arts,Cyber Security,Online,15.22,Yes,Yes,Yes,SEO,$39298,Yes,Consulting,No,Tier 3,902
Bahrain,Manama,Ibn Khaldun University,Private,No,Arts,ML,Part-time,8.98,No,Yes,Yes,Print Media,$22770,No,Both,Yes,Tier 3,367
Bahrain,Manama,Bahrain Polytechnic,Public,No,Business,Data Science,Online,5.79,Yes,No,No,Search Engine Marketing (SEM),$39192,No,Consulting,No,Tier 3,862
Bahrain,Riffa,Royal University for Women,Public,No,Science,ML,Online,10.55,No,Yes,Yes,Community Engagement,$17104,Yes,Consulting,No,Tier 3,432
Bahrain,Riffa,American University of Bahrain,Private,Yes,Business,AI,Full-time,5.56,Yes,No,Yes,Influencer Marketing,$43822,No,Consulting,Yes,Tier 3,182
Bangladesh,Dhaka,University of Dhaka,Public,No,Arts,ML,Full-time,13.11,No,Yes,No,Community Engagement,$15087,No,Consulting,No,Tier 1,977
Bangladesh,Dhaka,Bangladesh University of Engineering and Technology (BUET),Public,Yes,Arts,Cyber Security,Part-time,11.07,Yes,No,No,Social Media Advertising,$49530,No,Both,No,Tier 1,208
Bangladesh,Dhaka,Bangladesh University of Textiles (BUTEX),Private,No,Science,ML,Full-time,14.48,No,Yes,No,Email Marketing,$26164,Yes,Training,No,Tier 3,427
Bangladesh,Dhaka,North South University,Public,Yes,Business,Cyber Security,Online,5.1,Yes,No,No,SEO,$38484,Yes,Consulting,Yes,Tier 1,710
Bangladesh,Dhaka,BRAC University,Public,No,Arts,ML,Full-time,19.71,No,No,Yes,Social Media Advertising,$11124,Yes,Consulting,No,Tier 1,656
Bangladesh,Dhaka,United International University,Private,No,Business,Cyber Security,Online,16.92,No,Yes,No,Influencer Marketing,$48278,No,Consulting,Yes,Tier 1,656
Bangladesh,Dhaka,East West University,Public,Yes,Science,Data Science,Full-time,16.8,No,No,Yes,Print Media,$48211,Yes,Both,No,Tier 3,853
Bangladesh,Dhaka,Daffodil International University,Private,Yes,Arts,ML,Online,5.62,Yes,Yes,Yes,Direct Engagement,$47054,Yes,Both,No,Tier 1,562
Bangladesh,Dhaka,Ahsanullah University of Science and Technology,Private,No,Arts,Data Science,Full-time,9.24,Yes,No,Yes,Print Media,$19058,No,Consulting,Yes,Tier 3,496
Bangladesh,Dhaka,Green University of Bangladesh,Private,Yes,Arts,Cyber Security,Part-time,17.75,Yes,No,Yes,Search Engine Marketing (SEM),$39658,No,Consulting,Yes,Tier 2,353
Bangladesh,Dhaka,American International University-Bangladesh (AIUB),Public,Yes,Arts,Data Science,Online,6.48,No,No,Yes,Influencer Marketing,$17001,No,Consulting,Yes,Tier 3,713
Bangladesh,Dhaka,University of Liberal Arts Bangladesh (ULAB),Private,Yes,Science,AI,Full-time,11.29,Yes,Yes,Yes,Direct Engagement,$45189,No,Training,Yes,Tier 3,991
Bangladesh,Dhaka,Monash University Malaysia - Dhaka Campus,Private,No,Engineering,Cyber Security,Full-time,8.35,Yes,No,Yes,Print Media,$42122,No,Training,No,Tier 2,169
Bangladesh,Dhaka,Uttara University,Private,No,Arts,AI,Full-time,15.87,Yes,No,Yes,Email Marketing,$46474,Yes,Consulting,Yes,Tier 3,307
Bangladesh,Dhaka,World University of Bangladesh,Public,Yes,Business,ML,Part-time,7.59,No,Yes,No,Email Marketing,$12634,Yes,Both,No,Tier 1,254
Bangladesh,Dhaka,International University of Business Agriculture and Technology (IUBAT),Private,Yes,Science,Data Science,Online,13.45,No,Yes,No,Social Media Advertising,$21610,Yes,Both,Yes,Tier 3,717
Bangladesh,Dhaka,Bangladesh University,Public,No,Business,ML,Part-time,12.42,No,Yes,No,Search Engine Marketing (SEM),$38826,No,Both,Yes,Tier 1,189
Bangladesh,Dhaka,Central Women's University,Private,Yes,Business,Cyber Security,Full-time,11.03,Yes,Yes,No,Influencer Marketing,$20109,No,Both,No,Tier 3,305
Bangladesh,Savar,Jahangirnagar University,Public,No,Business,Data Science,Online,18.03,No,Yes,Yes,Email Marketing,$32117,Yes,Consulting,Yes,Tier 1,435
Bangladesh,Rajshahi,University of Rajshahi,Public,Yes,Science,ML,Full-time,19.83,No,Yes,Yes,Influencer Marketing,$13675,Yes,Training,Yes,Tier 2,126
Bangladesh,Rajshahi,Rajshahi University of Engineering and Technology (RUET),Public,No,Engineering,AI,Full-time,18.94,Yes,Yes,Yes,SEO,$49211,Yes,Consulting,No,Tier 1,805
Bangladesh,Chittagong,University of Chittagong,Private,Yes,Business,IoT,Full-time,12.58,No,Yes,Yes,Social Media Advertising,$39404,No,Consulting,No,Tier 3,88
Bangladesh,Chittagong,Southern University Bangladesh,Public,No,Engineering,IoT,Part-time,14.11,Yes,No,No,Influencer Marketing,$26292,Yes,Training,Yes,Tier 3,782
Bangladesh,Chittagong,University of Science and Technology Chittagong (USTC),Private,Yes,Arts,ML,Part-time,9.66,No,Yes,No,SEO,$47601,No,Training,Yes,Tier 3,795
Bangladesh,Chittagong,BGC Trust University Bangladesh,Private,Yes,Science,IoT,Part-time,7.67,Yes,No,Yes,Radio and tv advertising,$27790,No,Consulting,Yes,Tier 3,532
Bangladesh,Khulna,Khulna University,Private,No,Business,ML,Part-time,19.26,No,No,No,Direct Engagement,$44004,No,Consulting,Yes,Tier 1,645
Bangladesh,Sylhet,Sylhet Agricultural University,Public,Yes,Arts,Data Science,Online,12.77,No,No,Yes,Influencer Marketing,$26270,Yes,Both,No,Tier 2,908
Bangladesh,Sylhet,Shahjalal University of Science and Technology (SUST),Private,Yes,Science,Cyber Security,Online,18.65,No,No,Yes,Radio and tv advertising,$43579,No,Both,No,Tier 1,129
Bangladesh,Sylhet,Sylhet International University,Public,No,Business,Cyber Security,Part-time,13.18,No,Yes,No,Print Media,$11911,Yes,Training,Yes,Tier 3,766
Bangladesh,Dinajpur,Hajee Mohammad Danesh Science and Technology University,Public,No,Arts,Data Science,Full-time,13.51,Yes,No,Yes,Direct Engagement,$31490,No,Both,Yes,Tier 3,376
Bangladesh,Patuakhali,Patuakhali Science and Technology University,Public,Yes,Arts,IoT,Part-time,18.95,No,No,Yes,Email Marketing,$18776,No,Consulting,Yes,Tier 3,647
Bangladesh,Comilla,Comilla University,Private,No,Arts,Cyber Security,Full-time,8.7,Yes,Yes,Yes,Influencer Marketing,$25105,Yes,Both,No,Tier 2,246
Bangladesh,Moulvibazar,Jatiyo Kabi Kazi Nazrul Islam University,Private,No,Business,Cyber Security,Online,16.96,No,No,Yes,Direct Engagement,$32317,Yes,Training,No,Tier 3,429
Bangladesh,Gazipur,National University,Private,No,Arts,Cyber Security,Online,17.15,No,Yes,Yes,Direct Engagement,$42023,No,Both,Yes,Tier 1,138
Bangladesh,Gazipur,Bangladesh Open University,Public,Yes,Engineering,IoT,Online,11.36,Yes,No,Yes,Email Marketing,$46179,Yes,Consulting,Yes,Tier 3,303
Bangladesh,Barisal,Barisal University,Private,Yes,Business,ML,Full-time,12.88,No,Yes,No,Social Media Advertising,$10255,Yes,Consulting,No,Tier 3,951
Bangladesh,Rangpur,Begum Rokeya University,Private,Yes,Science,ML,Full-time,14.95,Yes,No,Yes,Community Engagement,$14370,Yes,Consulting,No,Tier 2,665
Bangladesh,Tangail,Mawlana Bhashani Science and Technology University,Private,No,Science,ML,Online,14.38,Yes,No,No,Social Media Advertising,$36958,No,Consulting,No,Tier 1,319
Bangladesh,Kishoreganj,Jatiyo Sanskrit University,Private,Yes,Arts,IoT,Part-time,15.59,Yes,No,No,Print Media,$48798,Yes,Consulting,No,Tier 3,527
Bangladesh,Mymensingh,Bangladesh Agricultural University,Public,No,Science,AI,Online,15.09,No,Yes,Yes,Radio and tv advertising,$28055,Yes,Consulting,No,Tier 3,498
Bangladesh,Chandpur,Chandpur Government College,Public,No,Engineering,AI,Part-time,7.87,No,Yes,Yes,Print Media,$35365,No,Consulting,No,Tier 3,844
Bangladesh,Bogura,Pundra University of Science & Technology,Public,No,Arts,IoT,Online,14.74,Yes,Yes,Yes,Search Engine Marketing (SEM),$49995,Yes,Training,Yes,Tier 2,205
Bhutan,Thimphu,Royal University of Bhutan (RUB),Public,Yes,Science,Data Science,Part-time,7.5,Yes,No,No,SEO,$43242,Yes,Training,Yes,Tier 3,653
Bhutan,Thimphu,Royal Thimphu College (RTC),Private,No,Engineering,AI,Full-time,14.23,No,No,Yes,Influencer Marketing,$24343,No,Both,Yes,Tier 3,70
Bhutan,Thimphu,Palden Drukpa College,Public,Yes,Engineering,ML,Part-time,12.45,Yes,Yes,No,Print Media,$30052,No,Both,Yes,Tier 3,860
Bhutan,Thimphu,Khesar Gyalpo University of Medical Sciences of Bhutan,Public,No,Arts,Cyber Security,Part-time,8.7,Yes,No,No,Search Engine Marketing (SEM),$12228,Yes,Consulting,Yes,Tier 1,132
Bhutan,Phuentsholing,College of Science and Technology (CST),Private,Yes,Science,ML,Part-time,17.36,Yes,No,No,SEO,$11720,Yes,Consulting,Yes,Tier 2,911
Bhutan,Lobesa,College of Natural Resources (CNR),Public,No,Business,Data Science,Full-time,18.34,No,No,Yes,Print Media,$19748,Yes,Consulting,Yes,Tier 2,310
Bhutan,Kanglung,Sherubtse College,Public,No,Engineering,Data Science,Part-time,18.68,No,No,No,SEO,$19195,No,Both,Yes,Tier 2,477
Bhutan,Dewathang,Jigme Namgyel Engineering College (JNEC),Private,Yes,Arts,Cyber Security,Full-time,9.0,Yes,No,No,Email Marketing,$33214,No,Consulting,No,Tier 3,245
Brunei,Bandar Seri Begawan,Universiti Brunei Darussalam (UBD),Public,Yes,Engineering,ML,Online,6.19,Yes,Yes,Yes,Print Media,$11556,No,Training,Yes,Tier 1,587
Brunei,Bandar Seri Begawan,Universiti Teknologi Brunei (UTB),Public,No,Business,IoT,Part-time,17.97,No,Yes,No,Community Engagement,$18898,No,Both,No,Tier 1,277
Brunei,Bandar Seri Begawan,Politeknik Brunei (PB),Public,Yes,Science,AI,Full-time,17.59,Yes,Yes,Yes,Search Engine Marketing (SEM),$39697,No,Training,Yes,Tier 2,455
Brunei,Bandar Seri Begawan,Institut Pendidikan Teknikal Brunei (IPTB),Private,No,Business,Cyber Security,Online,16.92,No,No,Yes,Influencer Marketing,$32853,No,Consulting,No,Tier 3,647
Brunei,Bandar Seri Begawan,Brunei University of Technology,Private,No,Science,IoT,Online,11.22,Yes,No,No,Influencer Marketing,$24075,Yes,Training,No,Tier 3,135
Brunei,Bandar Seri Begawan,Brunei International School,Private,Yes,Arts,IoT,Online,6.97,Yes,Yes,Yes,Influencer Marketing,$45294,Yes,Consulting,Yes,Tier 2,176
Cambodia,Phnom Penh,Royal University of Phnom Penh,Private,Yes,Business,IoT,Full-time,13.05,Yes,Yes,No,Direct Engagement,$38500,Yes,Consulting,No,Tier 2,827
Cambodia,Phnom Penh,Royal University of Law and Economics,Public,Yes,Business,Cyber Security,Part-time,10.53,No,No,No,Social Media Advertising,$43540,Yes,Both,Yes,Tier 1,684
Cambodia,Phnom Penh,Royal University of Agriculture,Public,Yes,Science,Data Science,Part-time,5.89,No,No,Yes,Radio and tv advertising,$41801,Yes,Both,Yes,Tier 3,569
Cambodia,Phnom Penh,University of Health Sciences,Private,Yes,Arts,Cyber Security,Online,14.96,No,No,Yes,Social Media Advertising,$36549,Yes,Consulting,Yes,Tier 2,483
Cambodia,Phnom Penh,Institute of Technology of Cambodia,Public,No,Arts,AI,Full-time,17.29,No,Yes,No,Social Media Advertising,$18133,Yes,Both,No,Tier 2,792
Cambodia,Phnom Penh,National University of Management,Public,Yes,Science,ML,Online,15.74,No,Yes,No,Radio and tv advertising,$34429,No,Training,Yes,Tier 1,300
Cambodia,Phnom Penh,Paññāsāstra University of Cambodia,Public,No,Science,IoT,Online,18.68,Yes,Yes,No,Print Media,$16230,Yes,Both,Yes,Tier 2,117
Cambodia,Phnom Penh,Norton University,Private,No,Business,Data Science,Online,5.71,No,No,Yes,Community Engagement,$23570,Yes,Consulting,Yes,Tier 1,609
Cambodia,Phnom Penh,Western University,Public,No,Arts,ML,Full-time,16.53,No,No,Yes,Influencer Marketing,$28259,Yes,Training,No,Tier 3,597
Cambodia,Phnom Penh,Limkokwing University of Creative Technology,Public,No,Engineering,Data Science,Part-time,8.35,Yes,Yes,No,Social Media Advertising,$24334,No,Consulting,No,Tier 2,758
Cambodia,Phnom Penh,Cambodian Mekong University,Public,Yes,Science,IoT,Full-time,6.33,Yes,Yes,No,SEO,$45831,No,Training,No,Tier 2,586
Cambodia,Phnom Penh,University of Cambodia,Public,Yes,Business,Cyber Security,Full-time,18.83,No,Yes,Yes,Community Engagement,$41980,Yes,Training,No,Tier 3,946
Cambodia,Phnom Penh,Asia Euro University,Private,No,Business,ML,Part-time,19.89,Yes,No,Yes,Radio and tv advertising,$16972,Yes,Consulting,Yes,Tier 1,454
Cambodia,Phnom Penh,Zaman University,Private,No,Science,Cyber Security,Full-time,8.74,No,No,No,Influencer Marketing,$34357,No,Both,No,Tier 3,495
Cambodia,Phnom Penh,International University,Public,No,Science,ML,Online,18.76,No,No,No,Influencer Marketing,$42115,Yes,Training,No,Tier 1,556
Cambodia,Battambang,Build Bright University,Private,No,Business,IoT,Online,10.56,Yes,Yes,Yes,Print Media,$15710,Yes,Training,No,Tier 2,876
Yemen,Sana'a,University of Sana'a,Private,Yes,Engineering,Cyber Security,Online,6.61,No,Yes,No,Print Media,$12009,No,Training,No,Tier 2,163
Yemen,Sana'a,Saba University,Public,Yes,Business,Data Science,Online,12.39,No,No,Yes,Radio and tv advertising,$41658,Yes,Both,Yes,Tier 2,569
Yemen,Sana'a,Yemen University,Private,Yes,Science,Cyber Security,Part-time,19.25,Yes,Yes,Yes,Print Media,$17204,Yes,Both,No,Tier 1,547
Yemen,Sana'a,University of Science and Technology (UST),Public,Yes,Engineering,Cyber Security,Part-time,7.49,No,No,No,Email Marketing,$13952,No,Training,Yes,Tier 1,961
Yemen,Sana'a,Al-Eman University,Private,Yes,Engineering,Cyber Security,Part-time,6.81,Yes,No,No,Direct Engagement,$15162,No,Consulting,No,Tier 1,40
Yemen,Sana'a,Al-Rahma University,Public,No,Science,AI,Full-time,16.49,Yes,No,No,Email Marketing,$20544,No,Training,Yes,Tier 3,972
Yemen,Sana'a,Al-Hekma University,Private,No,Science,AI,Online,18.2,No,No,Yes,SEO,$45190,Yes,Training,No,Tier 1,234
Yemen,Sana'a,Ibn Sina University,Private,No,Business,Data Science,Online,8.65,Yes,No,Yes,Print Media,$30013,No,Consulting,Yes,Tier 1,523
Yemen,Sana'a,Al-Nasser University,Private,No,Science,ML,Online,10.85,No,No,No,Community Engagement,$21933,Yes,Consulting,Yes,Tier 2,340
Yemen,Sana'a,Sana'a International University,Private,No,Arts,IoT,Full-time,19.09,No,Yes,No,Radio and tv advertising,$49667,No,Training,No,Tier 3,947
Yemen,Aden,Aden University,Private,No,Business,Cyber Security,Full-time,15.83,Yes,No,Yes,Radio and tv advertising,$47674,No,Consulting,Yes,Tier 3,355
Yemen,Taiz,Taiz University,Private,No,Engineering,Cyber Security,Online,12.26,No,Yes,Yes,Print Media,$32812,No,Consulting,Yes,Tier 3,720
Yemen,Taiz,Al-Zahra University,Private,No,Arts,ML,Full-time,13.26,No,Yes,Yes,SEO,$38106,Yes,Consulting,Yes,Tier 3,178
Yemen,Taiz,Al-Saeed University,Public,No,Science,Cyber Security,Online,13.51,Yes,Yes,Yes,Email Marketing,$25790,Yes,Both,No,Tier 2,706
Yemen,Ibb,Ibb University,Public,No,Science,IoT,Online,19.92,Yes,No,Yes,Community Engagement,$46419,Yes,Both,No,Tier 3,491
Yemen,Al Hudaydah,Hodeidah University,Public,Yes,Business,IoT,Full-time,7.35,No,Yes,Yes,Radio and tv advertising,$16944,Yes,Consulting,Yes,Tier 1,712
Yemen,Al Bayda,Al-Baydha University,Public,Yes,Science,IoT,Online,18.3,Yes,No,No,Community Engagement,$42175,Yes,Consulting,No,Tier 3,121
